id,id_lect,description,topic,subtopic,question,level,answer1,answer2,answer3,answer4,file_name,file_ext,date,validate,validate_date,validate_by,newlevel,algorithmlevel,checked
253,66,"",4,3,Differentiate $y=3\sin(4x+0.81)-2\cos(3x-0.93)$.,Basic,$\frac{dy}{dx}=12\cos(4x+0.81)+6\sin(3x-0.93)$,$\frac{dy}{dx}=3\cos(4x+0.81)-6\sin(3x-0.93)$,$\frac{dy}{dx}=6\cos(4x+0.81)+6\sin(3x-0.93)$,$\frac{dy}{dx}=12\cos(4x+0.81)-6\sin(3x-0.93)$,,,2019-04-12 03:53:56+00,1,2019-08-15 09:35:36+00,37,1,1,1
606,127,"",18,8,"The spectral radius of the matrix $A = \begin{bmatrix}
2 & 0 & 0 \\
3 & -1 & 0 \\
0 & 4 & 3 \end{bmatrix}$ is: ",Basic,3,4,1,2,,,2019-05-09 10:36:46+00,1,2019-06-27 10:21:50+00,64,4,4,1
257,66,"",4,4,"Find $\dfrac{∂z}{∂y}$ of $z(x,y)=6x^4+4x^3y^2-5y$.",Basic,"$\dfrac{∂z}{∂y}(x,y)=8x^3y-5$","$\dfrac{∂z}{∂y}(x,y)=12x^3y+5$","$\dfrac{∂z}{∂y}(x,y)=8x^2y^2-5$","$\dfrac{∂z}{∂y}(x,y)=12x^3y-5$",,,2019-04-12 11:09:46+00,1,2019-08-17 19:06:32+00,37,1,4,1
258,66,"",4,4,"Find $\dfrac{∂z}{∂x}$ of $z(x,y)=5y^4+2x^2y^3-3x$.",Basic,"$\dfrac{∂z}{∂x}(x,y)=4xy^3-3$","$\dfrac{∂z}{∂x}(x,y)=20y^3+4xy^3-3$","$\dfrac{∂z}{∂x}(x,y)=6x^2y^2-3$","$\dfrac{∂z}{∂x}(x,y)=2y^3-3$",,,2019-04-12 11:15:45+00,1,2019-08-19 16:40:51+00,37,1,4,1
259,66,"",4,4,"Find $\dfrac{∂z}{∂y}$ of $z(x,y)=5y^4+2x^2y^3-3x$.",Basic,"$\dfrac{∂z}{∂y}(x,y)=20y^3+6x^2y^2$","$\dfrac{∂z}{∂y}(x,y)=20x^3+6x^2y^2$","$\dfrac{∂z}{∂y}(x,y)=20y^3+6xy^2$","$\dfrac{∂z}{∂y}(x,y)=20y^3+6xy$",,,2019-04-12 11:20:06+00,1,2019-08-19 16:42:29+00,37,1,4,1
260,66,"",4,4,"Find $\dfrac{∂z}{∂x}$ of $z(x,y)=4\sin(3x)\cos(2y)$.",Basic,"$\dfrac{∂z}{∂x}(x,y)=12\cos(3x)\cos(2y)$","$\dfrac{∂z}{∂x}(x,y)=12\sin(3x)\cos(2y)$","$\dfrac{∂z}{∂x}(x,y)=12\cos(3x)\sin(2y)$","$\dfrac{∂z}{∂x}(x,y)=12\sin(3x)\sin(2y)$",,,2019-04-12 14:04:28+00,1,2019-08-19 17:05:30+00,37,2,3,1
261,66,"",4,4,"Find $\dfrac{∂z}{∂y}$  of  $z(x,y)=4\sin(3x)\cos(2y)$.",Basic,"$\dfrac{∂z}{∂y}(x,y)=-8\sin(3x)\sin(2y)$","$\dfrac{∂z}{∂y}(x,y)=8\sin(3x)\sin(2y)$","$\dfrac{∂z}{∂y}(x,y)=-8\cos(3x)\sin(2y)$","$\dfrac{∂z}{∂y}(x,y)=-8\sin(3x)\cos(2y)$",,,2019-04-12 14:09:20+00,1,2019-08-19 17:13:07+00,37,2,3,1
262,66,"",4,4,Find $\displaystyle \frac{∂z}{∂x}$  of  $\displaystyle z=\frac{1}{\sqrt{(2x^2+2y^2)}}$.,Basic,$\displaystyle \dfrac{∂z}{∂x}= \dfrac{-2x}{\sqrt{(2x^2+2y^2)^3}}$,$\displaystyle \frac{∂z}{∂x}=\frac{-x}{(2x^2+2y^2)^3}$,$\displaystyle \frac{∂z}{∂x}=\frac{-2x}{\sqrt{(2x^2+2y^2)}}$,$\displaystyle \frac{∂z}{∂x}=\frac{2x}{\sqrt{(2x^2+2y^2)^3}}$,,,2019-04-12 14:20:52+00,1,2019-08-16 09:14:20+00,37,3,5,1
263,66,"",4,4,Find $\dfrac{∂z}{∂y}$  of $z=\dfrac{-2x}{\sqrt{(2x^2+2y^2)^3}}$.,Basic,$\dfrac{∂z}{∂y}=\dfrac{12xy}{\sqrt{(2x^2+2y^2)^5}}$,$\dfrac{∂z}{∂y}=\dfrac{-2y}{(2x^2+2y^2)^3}$,$\dfrac{∂z}{∂y}=\dfrac{-2y}{\sqrt{(2x^2+2y^2)}}$,$\dfrac{∂z}{∂y}=\dfrac{2x}{\sqrt{(2x^2+2y^2)^3}}$,,,2019-04-12 14:27:21+00,1,2019-10-09 16:42:22+00,37,3,5,1
264,66,"",4,42,"The pressure, $p$, of a mass of gas is given by $pV=mRT$, where $m$ and $R$ are constants, $V$ is the volume and $T$ the temperature. Find $\dfrac{\partial p}{\partial T}$ of $pV=mRT$, keeping $V$ constant.",Basic,$\dfrac{∂p}{∂T}=\dfrac{mR}{V}$,$\dfrac{∂p}{∂T}=VmR$,$\dfrac{∂p}{∂T}=TmR$,$\dfrac{∂p}{∂T}=\dfrac{V}{mR}$,,,2019-04-12 14:33:15+00,1,2020-05-08 07:31:24+00,37,1,1,1
265,66,"",4,4,"Pressure $p$ of a mass of gas is given by $pV=mRT$, where $m$ and $R$ are constants, $V$ is the volume and $T$ the temperature. 
Find $\dfrac{∂p}{∂V}$.",Basic,$\dfrac{∂p}{∂V}=\dfrac{-mRT}{V^2}$,$\dfrac{∂p}{∂V}=\dfrac{mR}{V}$,$\dfrac{∂p}{∂V}=TmR$,$\dfrac{∂p}{∂V}=\dfrac{T}{mR}$,,,2019-04-12 14:37:13+00,1,2020-05-08 07:27:07+00,37,3,2,1
266,66,"",4,4,"Find $\dfrac{∂^2z}{∂x^2}$  of $z(x,y)=8x^2y^3-4x^3+14y^2$.",Basic,"$\dfrac{∂^2z}{∂x^2}(x,y)=16y^3-24x$","$\dfrac{∂^2z}{∂x^2}(x,y)=16x^3-24x$","$\dfrac{∂^2z}{∂x^2}(x,y)=8y^3-24y$","$\dfrac{∂^2z}{∂x^2}(x,y)=16y^2-24x$",,,2019-04-12 14:42:55+00,1,2019-08-16 15:04:24+00,37,1,4,1
267,66,"",4,4,"Find $\dfrac{∂^2z}{∂y^2}$  of $z(x,y)=8x^2y^3-4x^3+14y^2$.",Basic,"$\dfrac{∂^2z}{∂y^2}(x,y)=48x^2y+28$","$\dfrac{∂^2z}{∂y^2}(x,y)=24x^2y^2+28y$","$\dfrac{∂^2z}{∂y^2}(x,y)=48x^2y^2+28$","$\dfrac{∂^2z}{∂y^2}(x,y)=24x^2y+28$",,,2019-04-12 14:48:47+00,1,2019-08-16 15:09:37+00,37,1,4,1
268,66,"",4,4,"Find $\dfrac{∂^2z}{∂x∂y}$  of $z(x,y)=8x^2y^3-4x^3+14y^2$.",Basic,"$\dfrac{∂^2z}{∂x∂y}(x,y)=48xy^2$","$\dfrac{∂^2z}{∂x∂y}(x,y)=24x^2y^2$","$\dfrac{∂^2z}{∂x∂y}(x,y)=24xy^2$","$\dfrac{∂^2z}{∂x∂y}(x,y)=48x^2y^2$",,,2019-04-12 14:54:47+00,1,2019-08-16 15:11:54+00,37,2,4,1
269,66,"",4,4,"Find $\dfrac{∂^2z}{∂y∂x}$  of $z(x,y)=8x^2y^3-4x^3+14y^2$",Basic,"$\dfrac{∂^2z}{∂y∂x}(x,y)=48xy^2$","$\dfrac{∂^2z}{∂y∂x}(x,y)=24x^2y^2$","$\dfrac{∂^2z}{∂y∂x}(x,y)=24x^2y$","$\dfrac{∂^2z}{∂y∂x}(x,y)=48x^2y^2$",,,2019-04-12 14:58:41+00,1,2019-08-16 15:13:34+00,37,2,3,1
270,66,"",4,4,"Find $\dfrac{∂^2V}{∂r^2}$  of $V(r,h)=πr^2h$.",Basic,"$\dfrac{∂^2V}{∂r^2}(r,h)=2πh$","$\dfrac{∂^2V}{∂r^2}(r,h)=2πrh$","$\dfrac{∂^2V}{∂r^2}(r,h)=2πh^2$","$\dfrac{∂^2V}{∂r^2}(r,h)=πrh$",,,2019-04-12 15:02:29+00,1,2019-08-16 15:07:02+00,37,3,2,1
271,57,"",4,3,Differentiate $y = (x + 1)^3$.,Basic,$\dfrac{dy}{dx} = 3(x + 1)^2$,$\dfrac{dy}{dx} = 3(x + 1)$,$\dfrac{dy}{dx} = 3x(x + 1)^2$,$\dfrac{dy}{dx} = 3(x + 1)$,,,2019-04-17 03:32:51+00,1,2019-05-04 16:21:56+00,37,1,1,1
272,57,"",4,3,Differentiate $y = (2x^3 - 5x)^5$.,Basic,$\dfrac{dy}{dx} = 5(6x^2 - 5)(2x^3 - 5x)^4$,$\dfrac{dy}{dx} = 5(2x^3 - 5x)^4$,$\dfrac{dy}{dx} = 5(6x^2 - 5)(2x^3 - 5x)$,$\dfrac{dy}{dx} = 5(6x^2 - 5)^4$,,,2019-04-17 03:38:05+00,1,2019-05-04 17:02:37+00,37,1,1,1
273,57,"",4,3,Differentiate $y = \operatorname{ln}{(2t + 1)}$.,Basic,$\frac{dy}{dt} = \frac{2}{2t + 1}$,$\frac{dy}{dt} = \operatorname{ln}{(2)}$,$\frac{dy}{dt} = \frac{1}{2t + 1}$,$\frac{dy}{dt} = 2$,,,2019-04-17 03:43:47+00,1,2019-04-30 05:37:05+00,37,2,1,1
274,57,"",4,3,Differentiate $y = \dfrac{2t - 1}{t^2 + t}$.,Basic,$\dfrac{dy}{dt} = \dfrac{-2t^2 + 2t + 1}{(t^2 + t)^2}$,$\dfrac{dy}{dt} = \dfrac{-2t^2 + 2t - 1}{(t^2 + t)^2}$,$\dfrac{dy}{dt} = \dfrac{-6t^2 + 4t + t}{(t^2 + t)^2}$,$\dfrac{dy}{dt} = \dfrac{2t^2 - 2t - 1}{(t^2 + t)^2}$,,,2019-04-17 03:52:56+00,1,2019-05-04 17:09:46+00,37,2,1,1
275,57,"",4,3,Differentiate $y = \dfrac{\operatorname{cos}(x)}{x^2}$.,Basic,$\dfrac{dy}{dx} = \dfrac{-x\operatorname{sin}(x) -2\operatorname{cos}(x)}{x^3}$,$\dfrac{dy}{dx} = \dfrac{x\operatorname{sin}(x) -2\operatorname{cos}(x)}{x^3}$,$\dfrac{dy}{dx} = \dfrac{-x\operatorname{sin}(x) -2\operatorname{cos}(x)}{x^2}$,$\dfrac{dy}{dx} = \dfrac{-\operatorname{sin}(x) -2x\operatorname{cos}(x)}{x^2}$,,,2019-04-17 04:06:47+00,1,2019-05-04 17:08:22+00,37,3,4,1
277,38,"",18,11,"Consider the applications that transform vectors of $\mathbb{R}^3$ into vectors of $\mathbb{R}^2$.

$\begin{array}{cccc}
F:& \mathbb{R}^3 & \rightarrow  & \mathbb{R}^2 \\
  & (x, y, z) & \longrightarrow & (x-y^2, 2y+z)
\end{array}
\begin{array}{cccc}
G:& \mathbb{R}^3 & \rightarrow  & \mathbb{R}^2 \\
  & (x, y, z) & \longrightarrow & (x-y+z, 2y+z)
\end{array} 
\begin{array}{cccc}
H:& \mathbb{R}^3 & \rightarrow  & \mathbb{R}^2 \\
  & (x, y, z) & \longrightarrow & (x-y+z, 2y+z-1)
\end{array}
\begin{array}{cccc}
J:& \mathbb{R}^3 & \rightarrow  & \mathbb{R}^2 \\
  & (x, y, z) & \longrightarrow & (x-y, 3z+2x)
\end{array} $

Which ones  are linear applications?",Basic,"$G, J$ ","$G, H, J$","$F, G, J$
","$F, G, H$",,,2019-04-24 10:51:55+00,1,2019-05-14 03:34:03+00,61,1,2,1
299,79,"",17,,A card is drawn at random from a deck with 52 cards. Find the probability of getting the 7 of hearts.,Basic,$\dfrac{1}{52}$,$\dfrac{1}{26}$,$\dfrac{7}{52}$ ,$\dfrac{7}{26}$ ,,,2019-04-26 08:20:36+00,1,2019-05-02 11:44:44+00,38,1,3,1
278,38,"",18,11,"Consider the linear application $F: \mathbb{R}^2\rightarrow \mathbb{R}^3$ such that 
$$F(1, 2)=(2, 3,1), F(0,-1)=(1, 0,3),$$ where $A=\{(1, 2), (0, -1)\}$ is a base of $\mathbb{R}^2$. 
Choose the right answer:",Advanced,"$F(x, y)=(4x-y, 3x, 7x-3y)$ 
"," $F(x, y)=(4x-y, 3x, -3y)$
","$F(x, y)=(4x-y, 3y, 7x-3y)$ 
","$F(x, y)=(4x-y, 3x-3y)$",,,2019-04-24 10:58:19+00,1,2019-05-14 03:46:30+00,61,4,4,1
279,37,"",12,12,"A consulting firm will carry out two types of projects ($A$ and $B$). The development cost per project $A$ and $B$ is, respectively, $1$ and $2$ monetary units. The requirements in terms of analysts, programmers and terminals for each type of project, are indicated in the following table:

\[
\begin{array}{|c|c|c|c|}
\hline
\text{Project} & \text{N. of programmers}  & \text{N. of analysts}  & \text{N. of terminals} \\
\hline
\text{A} & 2 & 2 & 3 \\
\text{B} & 3 & 6 & 1 \\
\hline
\end{array}
\]

The company wants to minimize the cost of developing projects in the next period. In the development of these projects, at least $10$ programmers and $5$ analysts should be used while the company only has $6$ terminals available. In this situation, what are the decision variables to formalize the Linear Programming (LP) model that allows planning the company's activity?",Basic,"$x_{i}$ is the number of developed project $i$ ($i=1$, for project $A$ and $i=2$, for project $B$)",$x_{2}$ is the number of developed projects $B$,$x_{1}$ is the number of developed projects $A$,$x$ is the number of developed projects $A$ and $B$,,,2019-04-25 12:12:36+00,1,2019-05-14 03:00:11+00,61,1,3,1
280,37,"",12,12,"A consulting firm will carry out two types of projects ($A$ and $B$). The development cost per project $A$ and $B$ is, respectively, $1$ and $2$ monetary units. The requirements in terms of analysts, programmers and terminals for each type of project are indicated in the following table:

\[
\begin{array}{|c|c|c|c|}
\hline
\text{Project} & \text{N. of programmers}  & \text{N. of analysts}  & \text{N. of terminals} \\
\hline
\text{A} & 2 & 2 & 3 \\
\text{B} & 3 & 6 & 1 \\
\hline
\end{array}
\]	

The company wants to minimize the cost of developing projects in the next period. In the development of these projects, at least $10$ programmers and $5$ analysts should be used while the company only has $6$ terminals available. How does the Linear Programming (LP) model should be formalized  to allow planning the company's activity?",Basic,"\[
\begin{array}{ll}
		\text{Minimize} & Z= x_{1} + 2x_{2} \\
		\text{subject to} & 2x_{1}+3x_{2}\geq 10\\
		  & 2x_{1}+6x_{2}\geq 5\\
		  & 3x_{1}+x_{2}\leq 6 \\
	      &  x_{1},x_{2}\geq 0\\
\end{array}
\]","\[
\begin{array}{ll}
		\text{Minimize} & Z= x_{1} + 2x_{2}\\
		\text{subject to} & 2x_{1}+3x_{2}\geq 10\\
		 & 2x_{1}+6x_{2}\geq 5\\
		 & 3x_{1}+x_{2}\leq 6\\
\end{array}
\]","		\[
\begin{array}{ll}
		\text{Minimize} & Z= x_{1} + 2x_{2}\\
		\text{subject to} & 2x_{1}+3x_{2}\leq 10\\
		 &  2x_{1}+6x_{2}\leq 5\\
		 &  3x_{1}+x_{2}\geq 6\\
         &  x_{1},x_{2}\geq 0\\
\end{array}
\]","\[
\begin{array}{ll}
		\text{Minimize} & Z= x_{1} + 2x_{2}\\
		\text{subject to} & 2x_{1}+3x_{2}\leq 10\\
		&  2x_{1}+6x_{2}\leq 5\\
		&  3x_{1}+x_{2}\leq 6\\
		&  x_{1},x_{2}\geq 0\\
\end{array}
\]",,,2019-04-25 12:29:03+00,1,2019-05-14 02:57:59+00,61,1,3,1
281,37,"",12,12,"The WorldLight Company produces two light fixtures (products $1$ and $2$) that require both metal frame parts and electrical components. Management wants to determine how many units of each product to produce so as to maximize profit. For each unit of product $1$, $1$ unit of frame parts and $2$ units of electrical components are required. For each unit of product $2$, $3$ units of frame parts and $2$ units of electrical components are required. The company has $200$ units of frame parts and $300$ units of electrical components. 

Each unit of product $1$ gives a profit of $1€$, and each unit of product $2$, up to $60$ units, gives a profit of $2€$. Any excess over	$60$ units of product $2$ brings no profit, so such excess has been ruled out.
	
In this situation, what are the decision variables to formalize the Linear Programming (LP) model that allows planning the company's activity?",Basic,"$x_{i}$ the number of units of product $i$ produced ($i=1$, for product $A$ and $i=2$, for product $B$).",$x$ the number of units of product $1$ and $2$ produced.,$x_{1}$ is the number of units of product $1$ produced.,$x_{2}$ is the number of units of product $2$ produced.,,,2019-04-25 13:39:54+00,1,2019-05-14 03:30:40+00,61,1,3,1
282,37,"",12,12,"The WorldLight Company produces two light fixtures (products $1$ and $2$) that require both metal frame parts and electrical components. Management wants to determine how many units of each product to produce so as to maximize profit. For each unit of product $1$, $1$ unit of frame parts and $2$ units of electrical components are required. For each unit of product $2$, $3$ units of frame parts and $2$ units of electrical components are required. The company has $200$ units of frame parts and $300$ units of electrical components. 

Each unit of product $1$ gives a profit of $1€$, and each unit of product $2$, up to $60$ units, gives a profit of $2€$. Any excess over	$60$ units of product $2$ brings no profit, so such excess has been ruled out.

How does the Linear Programming (LP) model should be formalized to allow planning of the company's activity?",Basic,"\[
\begin{array}{ll}
		\text{Maximize} & Z= x_{1} + 2x_{2}\\
		\text{subject to} & x_{1}+3x_{2}\leq 200\\
	        & 2x_{1}+2x_{2}\leq 300\\
			& x_{2}\leq 60\\
			&  x_{1},x_{2}\geq 0\\
\end{array}
\]","\[ \begin{array}{ll}
		\text{Maximize} & Z= x_{1} + 2x_{2}\\
		\text{subject to} &  x_{1}+3x_{2}\leq 200\\
			& 2x_{1}+2x_{2}\leq 300\\
			& x_{1},x_{2}\geq 0\\
\end{array}
\]","\[\begin{array}{ll}
		\text{Minimize} & Z= x_{1} + 2x_{2}\\
			\text{subject to} & x_{1}+3x_{2}\leq 200\\
			    & 2x_{1}+2x_{2}\leq 300\\
			    & x_{2}\leq 60\\
			    & x_{1},x_{2}\geq 0\\
\end{array}
\]","\[\begin{array}{ll}
		\text{Maximize} & Z= x_{1} + 2x_{2}\\
			\text{subject to} &  x_{1}+3x_{2}\leq 200\\
    			& 2x_{1}+2x_{2}\leq 300\\
			    & x_{2}\geq 60\\
			    & x_{1},x_{2}\geq 0\\
\end{array}
\]",,,2019-04-25 13:44:40+00,1,2019-05-14 03:30:54+00,61,2,3,1
283,37,"",12,12,"The WorldLight Company produces two light fixtures (products $1$ and $2$) that require both metal frame parts and electrical components. Management wants to determine how many units of each product to produce so as to maximize profit. For each unit of product $1$, $1$ unit of frame parts and $2$ units of electrical components are required. For each unit of product $2$, $3$ units of frame parts and $2$ units of electrical components are required. The company has $200$ units of frame parts and $300$ units of electrical components. 

Each unit of product $1$ gives a profit of $1€$, and each unit of product $2$, up to $60$ units, gives a profit of $2€$. Any excess over	$60$ units of product $2$ brings no profit, so such excess has been ruled out.

Use a computer (Solver Supplement of Excel) to solve this Linear programming model using the simplex method to allow planning the company's activity.",Basic,"$x_1=125,~x_2=25$","$x_1=20,~x_2=60$","$x_1=150,~x_2=0$","$x_1=0,~x_2=60$",,,2019-04-25 15:19:39+00,1,2019-05-14 03:31:23+00,61,3,1,1
300,79,"",17,,A team of 4 people is to be formed from a group of 7 women and 5 men. How many different teams might be formed?,Basic,$495$,$24$,$11880$,$479001600$,,,2019-04-26 08:22:31+00,1,2019-05-02 11:45:30+00,38,3,5,1
284,37,"",12,12,"Ralph Edmund loves steaks and potatoes. Therefore, he has decided to go on a steady diet of only these two foods (plus some liquids and vitamin supplements) for all his meals. Ralph realizes that this isn't the healthiest diet, so he wants to make sure that he eats the right quantities of the two foods to satisfy some key nutritional requirements. He has obtained the following nutritional and cost information:

\[
\begin{array}{|l|c|c|c|}
\hline
%& \multicolumn{2}{c|}{Grams of ingredient per serving} &\\
\text{Ingredient} & \text{Steak (gr. per serving)} & \text{Potatoes (gr. per serving)} & \text{Daily Requirements (gr.)} \\
\hline
\text{Carbohydrates} & 5 & 15 & \geq 50 \\
\text{Protein} & 20 & 5 & \geq 40 \\
\text{Fat} & 15 & 2 & \leq 60 \\
\hline
\text{Cost per serving} & 4 & 2 &  \\
\hline
\end{array}
\]

In this situation, what are the decision variables to formalize the Linear Programming (LP) model that allows planning the Ralph's diet?",Basic,"$x_{i}$ is the number of daily servings of food $i$ ($i=1$, for steak and $i=2$, for potatoes)",$x$ is the number of daily servings of food,$x_{1}$ is the number of daily servings of potatoes,$x_{2}$ is the number of daily servings of steak,,,2019-04-25 15:25:15+00,1,2019-05-14 03:01:32+00,61,1,3,1
285,37,"",12,12,"Ralph Edmund loves steaks and potatoes. Therefore, he has decided to go on a steady diet of only these two foods (plus some liquids and vitamin supplements) for all his meals. Ralph realizes that this isn't the healthiest diet, so he wants to make sure that he eats the right quantities of the two foods to satisfy some key nutritional requirements. He has obtained the following nutritional and cost information:

\[
\begin{array}{|l|c|c|c|}
\hline
%& \multicolumn{2}{c|}{Grams of ingredient per serving} &\\
\text{Ingredient} & \text{Steak (gr. per serving)} & \text{Potatoes (gr. per serving)} & \text{Daily Requirements (gr.)} \\
\hline
\text{Carbohydrates} & 5 & 15 & \geq 50 \\
\text{Protein} & 20 & 5 & \geq 40 \\
\text{Fat} & 15 & 2 & \leq 60 \\
\hline
\text{Cost per serving} & 4 & 2 &  \\
\hline
\end{array}
\]

How does the Linear Programming (LP) model should be formalized to allow planning the Ralph's diet?",Basic,"\[\begin{array}{ll}
		\text{Minimize} & Z= 4x_{1} + 2x_{2}\\
			\text{subject to} &  5x_{1}+15x_{2}\geq 50\\
			    & 20x_{1}+5x_{2}\geq 40\\
			    & 15x_{1}+2x_{2}\leq 60\\
			    & x_{1},x_{2}\geq 0\\
\end{array}
\]","\[\begin{array}{ll}
		\text{Minimize} & Z= 4x_{1} + 2x_{2}\\
			\text{subject to} &   5x_{1}+15x_{2}\geq 50\\
			    & 20x_{1}+5x_{2}\geq 40\\
			    & 15x_{1}+2x_{2}\leq 60\\
\end{array}
\]","\[\begin{array}{ll}
		\text{Maximize} & Z= 4x_{1} + 2x_{2}\\
			\text{subject to} &   5x_{1}+15x_{2}\geq 50\\
			    & 20x_{1}+5x_{2}\geq 40\\
			    & 15x_{1}+2x_{2}\leq 60 \\
			    &  x_{1},x_{2}\geq 0\\
\end{array}
\]","\[\begin{array}{ll}
		\text{Minimize} & Z= 4x_{1} + 2x_{2}\\
			\text{subject to} &   5x_{1}+15x_{2}\geq 50\\
			    & 20x_{1}+5x_{2}\geq 40\\
			    & 15x_{1}+2x_{2}\geq 60\\
			    & x_{1},x_{2}\geq 0\\
\end{array}
\]",,,2019-04-25 15:44:30+00,1,2019-05-14 03:00:58+00,61,2,3,1
287,38,"",18,11,"The linear application $F: \mathbb{R}^3\rightarrow \mathbb{R}^3$ is represented by matrix 
$$A=\left[\begin{array}{rrr}
 -1  & 2 & 0\\
 0 & 1 & 2 \\
  3 & 2  & 1
  \end{array}\right]$$
when considered the canonical basis of $\mathbb{R}^3$. The analytic expression of $F$ is:",Basic,"$F(x, y, z)=(-x+2y, y+2z, 3x+2y+z)$ 
","$F(x, y, z)=(-x+3y, 2x+y+2z, 2y+z)$
","$F(x, y, z)=(-x+2y, y+2z, 2y+z)$
","$F(x, y, z)=(-x, y, z)$",,,2019-04-26 07:33:42+00,1,2019-05-14 03:46:56+00,61,1,2,1
288,38,"",18,11,"Let the linear application $F: \mathbb{R}^3\rightarrow \mathbb{R}^2$ be defined by $F(x, y, z)=(x+y-z, 2x+3y+z)$. 
The kernel, $ker(F)$, and the space image of $F$, $range(F)$, are respectively:",Advanced,"$ker(F)=\{(4z, -3z, z): z\in \mathbb{R}\}, \quad range(F)= \mathbb{R}^2$
","$ker(F)=\{(0, 0, 0)\}, \quad range(F)= \mathbb{R}^2$
","$ker(F)=\{(4z, -3z, z): z\in \mathbb{R}\}, \quad range(F)= \{(x, y)\in \mathbb{R}^2: x+y=0\}$ 
","$ker(F)=\{(4z, 3z, z): z\in \mathbb{R}\}, \quad range(F)= \mathbb{R}^2$ ",,,2019-04-26 07:40:03+00,1,2019-05-14 03:48:37+00,61,5,4,1
289,38,"",18,11,"Consider the linear transformation $F: \mathbb{R}^3\rightarrow \mathbb{R}^2$ defined by $F(x, y, z)=(5z, x+2y)$. 
Let the kernel, $ker(F)$ and the space image of $F$, $range(F)$, respectively.  Choose the right answer:",Advanced,"$(2, -1, 0) \in ker(F)$ and $(1, 1) \in range(F)$ 
","$(0, 0) \in ker(F)$ and $(1, 1) \in range(F)$
","$(3, 5) \in ker(F)$ and $(1, -1, 2) \in range(F)$
","$((2, -1, 0)\in ker(F)$ and $(1, -1, 2) \notin range(F)$ ",,,2019-04-26 07:44:28+00,1,2019-05-14 03:53:31+00,61,5,4,1
290,38,"",18,11,"Let $T:\mathbb{R}^2 \longrightarrow \mathbb{R}^2$ where $T(x,y)=(a+x,y)$.  $T$ is a linear transformation if:",Advanced,"$a=0$
","$a\in \mathbb{R}^+$
",$a\in \mathbb{R}^-$,Never,,,2019-04-26 07:48:09+00,1,2019-05-14 03:55:52+00,61,3,1,1
291,38,"",18,11,"Let $T:\mathbb{R}^2\longrightarrow \mathbb{R}^3$ be the linear transformation given by $T(x,y)=(x-y,0,3x-3y)$. Indicate which of the following vector is in kernel of $T$.",Basic,"$(-6,-6)$","$(0,0,0)$

","$(3,-3)$","$(4,4,0)$",,,2019-04-26 07:51:59+00,1,2019-05-14 03:56:16+00,61,1,2,1
292,38,"",18,11,"Let $T:\mathbb{R}^3\longrightarrow \mathbb{R}^3$ be the linear operator given by  $T(x,y,z)=(x-2z,-2x+y+5z,4x+2y-6z)$. Indicate which of the following vectors does not belong to the range of $T$.",Advanced,"$(3,4,5)$ 
","$(1,0,8)$
","$(2,-3,10)$
","$\displaystyle \left(\frac{1}{2},-5,-6\right)$",,,2019-04-26 07:58:50+00,1,2019-05-14 04:05:03+00,61,4,3,1
293,38,"",18,11,"Let $T:\mathbb{R}^2\longrightarrow \mathbb{R}^3$ be the linear transformation given by $T(x,y)=(2x,y,4x-3y)$. The range of $T$ is:",Advanced,"$\left\{(a,b,c)\in \mathbb{R}^3: c=2a-3b\right\}$ 
","$\mathbb{R}^3$ 
","$\left\{(a,b,c)\in \mathbb{R}^3: c=4a-3b\right\}$
","$\left\{(a,b,c)\in \mathbb{R}^3: c=2a-5b\right\}$",,,2019-04-26 08:08:59+00,1,2019-05-14 04:07:11+00,61,4,1,1
294,79,"",17,, A die is rolled. Find the probability of obtaining an odd number.,Basic,$\dfrac{1}{2}$,$\dfrac{1}{6}$,$\dfrac{1}{3}$,$\dfrac{1}{4}$,,,2019-04-26 08:11:16+00,1,2019-05-02 11:41:41+00,38,1,3,1
295,79,"",17,,"Which of these numbers cannot be a probability?
",Basic, 1.0276,0,$\dfrac{1}{3}$ ,0.0007,,,2019-04-26 08:13:56+00,1,2019-05-02 11:42:48+00,38,1,3,1
296,38,"",18,11,Consider the transformations $T:\cal{M}_{2\times 2}(\mathbb{R})\longrightarrow \mathbb{R}$. Mark the linear transformation.,Basic,"$T\left(\left[\begin{array}{rr}
      a & b \\
	c & d     \end{array}\right]\right)= 2a-3b+d$ 
","$T\left(\left[\begin{array}{rr}
      a & b \\
	c & d     \end{array}\right]\right)= ad-bc$ 
","$T\left(\left[\begin{array}{rr}
      a & b \\
	c & d     \end{array}\right]\right)= a^2+c^2$
","$T\left(\left[\begin{array}{rr}
      a & b \\
      c & d    
 \end{array}\right]\right)= -4a+2b+3$",,,2019-04-26 08:14:14+00,1,2019-05-14 04:07:37+00,61,2,2,1
297,79,"",17,,"Two dice are rolled. Find the probability that the sum is equal to 12.
",Basic,$\dfrac{1}{36}$,$\dfrac{1}{24}$,$\dfrac{1}{12}$ ,$\dfrac{1}{18}$,,,2019-04-26 08:16:22+00,1,2019-05-02 11:43:29+00,38,2,5,1
298,79,"",17,,"Two coins are tossed. Find the probability that two tails are obtained.
",Basic,$\dfrac{1}{4}$,$\dfrac{1}{2}$,$\dfrac{1}{3}$,$\dfrac{1}{8}$,,,2019-04-26 08:18:28+00,1,2019-05-02 11:44:12+00,38,2,3,1
