id,id_lect,title,author,type,description,link,languages,file_name,file_ext,date,validate,validate_date,validate_by,clicks
278,2786,"Optimization task: definitions, basics",Andrej Košir,3,"Python Jupyter notebook providing definitions and basic terms of an optimization task. 
Simple examples of non-constrained and constrained optimization are added. ",https://github.com/andrejkk/OPvTK/blob/main/AKosir-OPvTK-Lec02_OptimTask_ANGL.ipynb,key_1_17_,AKosir-OPvTK-Lec02_OptimTask_ANGL.ipynb,ipynb,2022-08-31 06:54:06+00,0,,0,0
279,2786,Algorithms and data structure for optimization,Andrej Košir,3,Python jupyter notebook providing basic definitions of algorithms with time and space complexity in terms of complexity classes. ,https://github.com/andrejkk/OPvTK/blob/main/AKosir-OPvTK-Lec03_AlgAndDataStruct_ANGL.ipynb,key_1_,AKosir-OPvTK-Lec03_AlgAndDataStruct_ANGL.ipynb,ipynb,2022-08-31 07:03:18+00,0,,0,0
280,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Solved exercise using cylindrical coordinates.,"",key_1_,19.pdf,pdf,2022-09-05 11:04:17+00,1,2022-09-05 11:09:00+00,38,0
281,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates to evaluate volume.,"",key_1_,1.pdf,pdf,2022-09-05 11:17:57+00,1,2022-09-05 12:20:17+00,38,1
282,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates.,"",key_1_,2.pdf,pdf,2022-09-05 11:27:36+00,1,2022-09-05 12:20:28+00,38,0
283,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Solved exercise using cylindrical coordinates.,"",key_1_,3.pdf,pdf,2022-09-05 11:30:44+00,1,2022-09-05 12:20:40+00,38,1
284,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Solved exercise using spherical coordinates.,"",key_1_,4.pdf,pdf,2022-09-05 11:33:08+00,1,2022-09-05 12:20:46+00,38,1
285,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates.,"",key_1_,5.pdf,pdf,2022-09-05 11:35:47+00,1,2022-09-05 12:20:51+00,38,0
286,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates.,"",key_1_,6.pdf,pdf,2022-09-05 11:38:46+00,1,2022-09-05 12:20:56+00,38,0
287,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Solved exercise using spherical coordinates.,"",key_1_,7.pdf,pdf,2022-09-05 11:40:52+00,1,2022-09-05 12:21:01+00,38,0
288,2943,Triple integration using cylindrical coordinates.,"Sofia F. Romanenko
",3,Partially solved exercise using cylindrical coordinates.,"",key_1_,8.pdf,pdf,2022-09-05 11:43:44+00,1,2022-09-07 10:11:54+00,38,0
289,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates to evaluate a volume.,"",key_1_,9.pdf,pdf,2022-09-05 11:46:11+00,1,2022-09-07 07:52:19+00,38,0
290,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates to evaluate a volume.,"",key_1_,10.pdf,pdf,2022-09-05 11:49:37+00,1,2022-09-05 12:20:01+00,38,0
291,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates to evaluate a volume.,"",key_1_,11.pdf,pdf,2022-09-05 11:52:01+00,1,2022-09-05 12:21:12+00,38,0
292,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates to evaluate a volume.,"",key_1_,12.pdf,pdf,2022-09-05 11:55:05+00,1,2022-09-05 12:21:16+00,38,0
293,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates to evaluate a volume.,"",key_1_,13.pdf,pdf,2022-09-05 11:57:01+00,1,2022-09-05 12:21:21+00,38,0
294,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Solved exercise using cylindrical coordinates to evaluate a volume.,"",key_1_,14.pdf,pdf,2022-09-05 11:59:03+00,1,2022-09-05 12:21:26+00,38,0
295,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates to evaluate a volume.,"",key_1_,15.pdf,pdf,2022-09-05 12:00:50+00,1,2022-09-05 12:21:31+00,38,0
296,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Solved exercise using rectangular coordinates to evaluate volume.,"",key_1_,16.pdf,pdf,2022-09-05 12:03:36+00,1,2022-09-05 12:21:34+00,38,0
297,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Solved exercise using cylindrical coordinates to evaluate a volume.,"",key_1_,17.pdf,pdf,2022-09-05 12:05:56+00,1,2022-09-05 12:21:38+00,38,0
298,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates.,"",key_1_,18.pdf,pdf,2022-09-05 12:08:06+00,1,2022-09-05 12:21:41+00,38,0
301,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates., ,key_1_,24.pdf,pdf,2022-09-05 12:22:48+00,1,2022-09-07 07:53:48+00,38,0
302,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates.,"",key_1_,25.pdf,pdf,2022-09-05 12:25:00+00,1,2022-09-07 07:54:06+00,38,0
303,2943,Triple integration using rectangular and cylindrical coordinates.,Sofia F. Romanenko,3,Solved exercise using rectangular and cylindrical coordinates.,"",key_1_,26.pdf,pdf,2022-09-05 12:30:29+00,1,2022-09-07 07:54:47+00,38,0
304,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates.,"",key_1_,27.pdf,pdf,2022-09-06 02:18:33+00,1,2022-09-06 05:46:00+00,38,0
305,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates.,"",key_1_,28.pdf,pdf,2022-09-06 02:20:47+00,1,2022-09-06 05:46:46+00,38,0
306,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates to evaluate a volume.,"",key_1_,29.pdf,pdf,2022-09-06 02:23:11+00,1,2022-09-06 05:47:12+00,38,0
307,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates.,"",key_1_,30.pdf,pdf,2022-09-06 02:26:11+00,1,2022-09-06 05:47:38+00,38,0
308,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates.,"",key_1_,31.pdf,pdf,2022-09-06 03:00:38+00,1,2022-09-06 05:48:17+00,38,0
309,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates to evaluate a volume.,"",key_1_,32.pdf,pdf,2022-09-06 03:06:46+00,1,2022-09-07 07:51:26+00,38,0
310,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates.,"",key_1_,35.pdf,pdf,2022-09-06 03:09:13+00,1,2022-09-07 07:50:55+00,38,0
311,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates.,"",key_1_,36.pdf,pdf,2022-09-06 03:11:22+00,1,2022-09-07 10:12:19+00,38,0
312,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates.,"",key_1_,38.pdf,pdf,2022-09-06 03:25:44+00,1,2022-09-07 10:12:37+00,38,0
313,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates.,"",key_1_,39.pdf,pdf,2022-09-06 03:28:01+00,1,2022-09-07 10:12:44+00,38,0
314,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates.,"",key_1_,40.pdf,pdf,2022-09-06 03:30:56+00,1,2022-09-07 10:12:51+00,38,0
315,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates.,"",key_1_,41.pdf,pdf,2022-09-06 03:33:55+00,1,2022-09-06 05:52:00+00,38,0
316,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates to evaluate a volume.,"",key_1_,42.pdf,pdf,2022-09-06 03:36:24+00,1,2022-09-07 10:12:56+00,38,0
317,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates to evaluate a volume.,"",key_1_,43.pdf,pdf,2022-09-06 03:38:49+00,1,2022-09-07 10:12:59+00,38,0
318,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Solved similar exercise using rectangular coordinates.,"",key_1_,45.pdf,pdf,2022-09-06 03:41:50+00,1,2022-09-07 10:13:03+00,38,0
319,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates.,"",key_1_,46.pdf,pdf,2022-09-06 03:44:20+00,1,2022-09-07 10:13:07+00,38,0
320,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates.,"",key_1_,47.pdf,pdf,2022-09-06 03:46:04+00,1,2022-09-07 10:13:13+00,38,0
321,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates.,"",key_1_,49.pdf,pdf,2022-09-06 03:53:55+00,1,2022-09-07 10:13:17+00,38,0
322,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates.,"",key_1_,50.pdf,pdf,2022-09-06 03:56:10+00,1,2022-09-07 10:13:21+00,38,0
323,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates.,"",key_1_,51.pdf,pdf,2022-09-06 04:45:36+00,1,2022-09-07 10:13:25+00,38,0
324,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Solved exercise using rectangular coordinates.,"",key_1_,52.pdf,pdf,2022-09-06 04:47:45+00,1,2022-09-06 05:54:26+00,38,0
325,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates.,"",key_1_,53.pdf,pdf,2022-09-06 04:49:51+00,1,2022-09-07 10:13:35+00,38,0
326,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates.,"",key_1_,54.pdf,pdf,2022-09-06 04:51:46+00,1,2022-09-07 10:13:39+00,38,0
327,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates to evaluate a volume.,"",key_1_,55.pdf,pdf,2022-09-06 04:53:51+00,1,2022-09-06 05:55:18+00,38,0
328,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates to evaluate a volume,"",key_1_,56.pdf,pdf,2022-09-07 08:44:29+00,1,2022-09-07 10:13:43+00,38,0
329,2943,Triple integration using rectangular coordinates.,Sofia F. Romanenko,3,Partially solved exercise using rectangular coordinates to evaluate a volume.,"",key_1_,57.pdf,pdf,2022-09-07 08:46:57+00,1,2022-09-07 10:13:58+00,38,0
330,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates.,"",key_1_,58.pdf,pdf,2022-09-07 08:49:41+00,1,2022-09-07 10:14:01+00,38,0
331,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates.,"",key_1_,59.pdf,pdf,2022-09-07 08:51:41+00,1,2022-09-07 10:14:05+00,38,0
332,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates.,"",key_1_,60.pdf,pdf,2022-09-07 08:53:34+00,1,2022-09-07 10:14:09+00,38,0
333,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates.,"",key_1_,61.pdf,pdf,2022-09-07 08:55:11+00,1,2022-09-07 10:14:12+00,38,0
334,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates to evalute a volume.,"",key_1_,63.pdf,pdf,2022-09-07 08:57:25+00,1,2022-09-07 10:14:16+00,38,0
335,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates to evalute a volume.,"",key_1_,64.pdf,pdf,2022-09-07 08:59:21+00,1,2022-09-07 10:14:20+00,38,0
336,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates to evalute a volume.,"",key_1_,65.pdf,pdf,2022-09-07 09:01:56+00,1,2022-09-07 10:14:23+00,38,0
337,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates to evalute a volume.,"",key_1_,66.pdf,pdf,2022-09-07 09:03:26+00,1,2022-09-07 10:14:26+00,38,0
338,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates.,"",key_1_,67.pdf,pdf,2022-09-07 09:05:23+00,1,2022-09-07 10:14:29+00,38,0
339,2943,Triple integration using cylindrical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using cylindrical coordinates.,"",key_1_,68.pdf,pdf,2022-09-07 09:07:49+00,1,2022-09-07 10:14:32+00,38,0
340,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates.,"",key_1_,69.pdf,pdf,2022-09-07 09:10:31+00,1,2022-09-07 10:14:36+00,38,0
341,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates.,"",key_1_,70.pdf,pdf,2022-09-07 09:12:26+00,1,2022-09-07 10:14:39+00,38,0
342,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates.,"",key_1_,71.pdf,pdf,2022-09-07 09:13:52+00,1,2022-09-07 10:14:43+00,38,0
343,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates.,"",key_1_,72.pdf,pdf,2022-09-07 09:15:22+00,1,2022-09-07 10:14:46+00,38,0
344,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Solved exercise using spherical coordinates.,"",key_1_,73.pdf,pdf,2022-09-07 09:17:05+00,1,2022-09-07 10:14:49+00,38,0
345,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates to evaluate a volume.,"",key_1_,74.pdf,pdf,2022-09-07 09:18:55+00,1,2022-09-07 10:14:52+00,38,0
346,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates to evaluate a volume.,"",key_1_,75.pdf,pdf,2022-09-07 09:20:39+00,1,2022-09-07 10:14:58+00,38,0
347,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates to evaluate a volume.,"",key_1_,76.pdf,pdf,2022-09-07 09:22:12+00,1,2022-09-07 10:15:02+00,38,0
348,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates to evaluate a volume.,"",key_1_,77.pdf,pdf,2022-09-07 09:23:47+00,1,2022-09-07 10:15:05+00,38,0
349,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates.,"",key_1_,78.pdf,pdf,2022-09-07 09:25:39+00,1,2022-09-07 10:15:09+00,38,0
350,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates.,"",key_1_,79.pdf,pdf,2022-09-07 09:27:37+00,1,2022-09-07 10:15:12+00,38,0
351,2943,Triple integration using spherical coordinates.,Sofia F. Romanenko,3,Partially solved exercise using spherical coordinates.,"",key_1_,80.pdf,pdf,2022-09-07 09:29:00+00,1,2022-09-07 10:15:15+00,38,0
372,2956,Operations with complex numbers,MathE,3,"This document explains how to add, subtract, multiply, and divide complex numbers.",-,key_1_,Teaching Material I (Operations with complex numbers).pdf,pdf,2023-03-06 04:36:58+00,1,2023-07-27 08:38:54+00,64,1
373,2956,Algebraic and trigonometric form of complex numbers,MathE,3,"Through an example, it is explained how to convert a complex number written in trigonometric form to algebraic form and vice versa.",.,key_1_,Teaching Material II (Algebraic and trigonometric form of complex numbers).pdf,pdf,2023-03-17 08:48:14+00,1,2023-03-28 03:00:44+00,64,0
374,2956,Solved exercises about powers of i,MathE,3,"A brief explanation of the powers of the complex number i can be found in this pdf.

After this, two exercises related with the simplification of expressions that involve powers of i are solved, as an example.  ",.,key_1_,Solved exercises about powers of i.pdf,pdf,2023-03-23 02:34:09+00,1,2023-03-28 03:00:09+00,64,0
375,2956,Solved exercises about operations with complex numbers,MathE,3,"Two exercises about complex number operations are solved in this pdf.

You may find here addition, subtraction, multiplication, and division. The square of a sum and the difference of two squares are also used to complex numbers.",.,key_1_,Solved exercises about operations with complex numbers.pdf,pdf,2023-03-23 03:03:59+00,1,2023-07-27 08:38:58+00,64,0
376,2956,Solved exercises about passing from algebraic to trigonometric form and vice-versa,MathE,3,"This pdf contains three solved exercises. 
The first, concerns the conversion of a complex number in algebraic form to trigonometric form.
The second, is the opposite, this is, concerns the conversion of a complex number from trigonometric form to algebraic form.
The last one, asks to calculate a power of a complex number written in algebraic form, which can be done by firstly convert it to its trigonometric form.",.,key_1_,Solved exercises about passing from algebraic to trigonometric form and vice-versa.pdf,pdf,2023-03-24 07:57:21+00,1,2023-07-27 08:39:02+00,64,0
377,2956,Solved exercises on solving equations,MathE,3,"In this pdf, some exercises involving the resolution of equations involving complex numbers are solved.",-,key_1_,Solved exercises on solving equations.pdf,pdf,2023-04-06 07:21:29+00,1,2023-07-27 08:39:06+00,64,0
378,2943,Complete exercise solution with double integration,Sofia F. Romanenko,3,Complete exercise solution with double integration of a polynomial function., ,key_1_,di1.pdf,pdf,2023-05-09 07:52:33+00,1,2023-05-31 06:59:42+00,38,3
379,2943,Complete exercise solution with double integration with two independet variables.,Sofia F. Romanenko,3,Complete exercise solution with double integration over a second order polynomial function with two independet variables.,"",key_1_,di2.pdf,pdf,2023-05-09 07:58:27+00,1,2023-05-31 07:00:33+00,38,2
874,3390,Solve quadratic inequalities 3,3minutemaths,1,This video is all about how to solve quadratic inequalities ,jDHaMQzx2G8,,,,2024-07-24 06:39:19+00,1,,,0
380,2943,Complete exercise solution with double integration over a trignometric function.,Sofia F. Romanenko,3,"This pdf includes a complete exercise solution with double integration over a trignometric function, using also integration by substitution.", ,key_1_,di3.pdf,pdf,2023-05-09 08:15:35+00,1,2023-05-31 07:03:26+00,38,1
381,2943,"Complete exercise solution with double integration in order to evaluate an area, using polar coordinates.",Sofia F. Romanenko,3,"Includes a complete exercise solution with double integration in order to evaluate an area, using polar coordinates.", ,key_1_,di4.pdf,pdf,2023-05-09 08:26:22+00,1,2023-07-23 08:07:23+00,38,0
382,2943,Partially solved exercise with double integration.,Sofia F. Romanenko,3,A partially solved exercise with double integration over a type-II region., ,key_1_,di5.pdf,pdf,2023-05-09 08:34:24+00,1,2023-05-12 07:36:40+00,38,0
383,2943,"Complete exercise solution with double integration, using iterate integrals.",Sofia F. Romanenko,3,"This pdf covers a complete exercise solution with double integration, using iterate integrals -- includes both ways of computing the integral.","",key_1_,di6.pdf,pdf,2023-05-09 08:40:41+00,1,2023-07-23 08:07:58+00,38,0
384,2943,Complete exercise solution with double integration in order to evaluate an area.,Sofia F. Romanenko,3,"This pdf covers a complete exercise solution with double integration in order to evaluate an area, using cartesian coordinates.","",key_1_,di8.pdf,pdf,2023-05-09 08:49:06+00,1,2023-07-23 08:08:07+00,38,0
385,2943,Complete exercise solution with double integration with change of order of integration.,Sofia F. Romanenko,3,This pdf includes a complete exercise solution with double integration with change of order of integration over a type-II region.,"",key_1_,di9.pdf,pdf,2023-05-09 08:55:57+00,1,2023-07-23 08:08:15+00,38,1
387,2943,Complete exercise solution with double integration.,Sofia F. Romanenko,3,This pdf cover a complete exercise solution with double integration over a type-I region.,"",key_1_,di10.pdf,pdf,2023-05-09 08:59:47+00,1,2023-07-23 08:08:22+00,38,0
388,2943,Complete exercise solution with double integration using cartesian coordiantes.,Sofia F. Romanenko,3,"This pdf includes a complete exercise solution with double integration using cartesian coordiantes, over a type-I region.","",key_1_,di11.pdf,pdf,2023-05-09 09:05:27+00,1,2023-07-23 08:08:29+00,38,0
389,2956,Absolute value inequalities with solved exercises,MathE,3,This pdf has a brief explanation of how we can visualize the absolute value of a number on the real line.,-,key_1_,Absolute value inequalities.pdf,pdf,2023-05-09 09:53:58+00,1,2023-07-27 08:39:10+00,64,1
390,2943,"Partially solved exercise with double integration, using cartesian coordiantes.",Sofia F. Romanenko,3,"This pdf includes a partially solved exercise with double integration, using cartesian coordiantes.
Furthermore, concepts like iterated integrals and integration over the exponencial function are explored in the present document.","",key_1_,di12.pdf,pdf,2023-05-10 15:57:32+00,1,2023-07-23 08:08:41+00,38,0
391,2943,"Complete exercise solution with double integration, in order to evaluate an area.",Sofia F. Romanenko,3,"This pdf covers a complete exercise solution with double integration, in order to evaluate an area, using cartesian coordiantes.","",key_1_,di13.pdf,pdf,2023-05-10 16:01:06+00,1,2023-07-23 08:08:48+00,38,1
392,2943,Complete exercise solution with double integration using cartesian coordinates.,Sofia F. Romanenko,3,"This pdf covers a complete exercise solution with double integration using cartesian coordinates, over a type-I region.","",key_1_,di14.pdf,pdf,2023-05-10 16:05:15+00,1,2023-07-23 08:08:54+00,38,0
393,2943,Complete exercise solution with double integration using polar coordinates.,Sofia F. Romanenko,3,"This pdf covers a complete exercise solution with double integration using polar coordinates.
Furthermore, after transformation, concepts like iterated integrals are also explored.","",key_1_,di15.pdf,pdf,2023-05-10 16:18:31+00,1,2023-07-23 08:09:03+00,38,0
394,2943,Partially solved exercise with double integration using cartesian coordiantes.,Sofia F. Romanenko,3,"This pdf includes a partially solved exercise with double integration using cartesian coordiantes, over a type-I region.","",key_1_,di16.pdf,pdf,2023-05-10 16:21:30+00,1,2023-07-23 08:09:10+00,38,0
395,2943,"Complete exercise solution with double integration, using polar coordiantes.",Sofia F. Romanenko,3,"This pdf includes a complete exercise solution with double integration, using polar coordinates. Furthermore, after transformation concepts such as iterated integrals are explored.","",key_1_,di17.pdf,pdf,2023-05-10 16:24:56+00,1,2023-07-23 08:09:17+00,38,1
396,2943,"Complete exercise solution with double integration, using polar coordiantes.",Sofia F. Romanenko,3,"This pdf includes a complete exercise solution with double integration, transforming from cartesian coordiantes to polar coordiantes.","",key_1_,di18.pdf,pdf,2023-05-10 16:32:15+00,1,2023-07-23 08:09:24+00,38,0
397,2943,Complete exercise solution with double integration using polar coordinates.,Sofia F. Romanenko,3,This pdf includes a complete exercise solution with double integration using polar coordinates.,"",key_1_,di19.pdf,pdf,2023-05-10 16:36:42+00,1,2023-07-23 08:09:31+00,38,0
398,2943,Partially solved exercise with double integration using polar coordinates.,Sofia F. Romanenko,3,"This pdf includes a partially solved exercise with double integration using polar coordinates.
Furthermore, after transformation, concepts such as iterated integrals are explored.","",key_1_,di20.pdf,pdf,2023-05-10 16:40:45+00,1,2023-07-23 08:09:38+00,38,0
399,2943,Complete exercise solution with double integration using polar coordinates.,Sofia F. Romanenko,3,"This pdf covers a complete exercise solution with double integration using polar coordinates.
Furthermore, after transformation, concepts like interated integrals are explored.","",key_1_,di21.pdf,pdf,2023-05-10 17:12:27+00,1,2023-07-23 08:09:44+00,38,0
400,2943,"Partially solved exercise with double integration, in order to evaluate an area.",Sofia F. Romanenko,3,"This pdf includes a partially solved exercise with double integration, in order to evaluate an area of a type-I region.","",key_1_,di22.pdf,pdf,2023-05-10 17:16:02+00,1,2023-07-23 08:09:50+00,38,1
401,2956,Solved exercises of inequalities of degree greater than or equal to 3,MathE,3,"This pdf contains solved exercises for inequalities of degree greater than or equal to 3. 
Some of these solutions use Ruffini's rule or change of variable.",-,key_1_,Solved exercises of inequalities of degree greater than or equal to 3.pdf,pdf,2023-05-19 07:48:55+00,1,2023-07-27 08:39:13+00,64,2
403,2943,Complete exercise solution with double integration to evaluate an area.,Sofia F. Romanenko,3,"This pdf includes a complete exercise solution with double integration to evaluate an area, using a type I region.","",key_1_,di23.pdf,pdf,2023-05-26 06:41:18+00,1,2023-07-23 08:09:56+00,38,0
404,2943,Partially solved exercise with double integration to evaluate an area.,Sofia F. Romanenko,3,"Partially solved exercise with double integration to evaluate an area, using a type I region.","",key_1_,di24.pdf,pdf,2023-05-26 06:45:46+00,1,2023-07-23 08:10:02+00,38,0
406,2943,Complete exercise solution with double integration with integration order change.,Sofia F. Romanenko,3,Complete exercise solution with double integration with integration order change -- region will need to be divided in two.,"",key_1_,di25.pdf,pdf,2023-05-26 07:02:13+00,1,2023-07-23 08:10:10+00,38,1
407,2943,"Complete exercise solution with double integration, changing the order of integration.",Sofia F. Romanenko,3,"This pdf includes a complete exercise solution with double integration, changing the order of integration - region needs to be subdivided.","",key_1_,di26.pdf,pdf,2023-05-26 07:06:50+00,1,2023-07-23 08:10:16+00,38,0
408,2943,Complete exercise solution with double integration over a type II region.,Sofia F. Romanenko,3,"This pdf includes a complete exercise solution with double integration over a type II region. Furthermore, concepts such as integration by parts are explored.","",key_1_,di27.pdf,pdf,2023-05-26 07:10:31+00,1,2023-07-23 08:10:24+00,38,0
409,2943,Partially solved exercise with double integration in order to evaluate an area.,Sofia F. Romanenko,3,This pdf includes a partially solved exercise with double integration in order to evaluate an area over a type I region.,"",key_1_,di28.pdf,pdf,2023-05-26 07:13:27+00,1,2023-07-23 08:10:37+00,38,0
410,2943,Partially solved exercise with double integration using cartesian coordiantes.,Sofia F. Romanenko,3,This pdf includes a partially solved exercise with double integration using cartesian coordiantes over a type I region.,"",key_1_,di29.pdf,pdf,2023-05-26 07:16:37+00,1,2023-07-23 08:10:31+00,38,0
411,2943,Complete exercise solution with double integration in order to evaluate an area.,Sofia F. Romanenko,3,This pdf includes a complete exercise solution with double integration in order to evaluate an area over a type I region.,"",key_1_,di30.pdf,pdf,2023-05-26 07:19:50+00,1,2023-07-23 08:10:44+00,38,0
412,2943,"Complete exercise solution with double integration, changing the order of integration.",Sofia F. Romanenko,3,"This pdf includes a complete exercise solution with double integration, changing the order of integration -- region will need to be split in two.","",key_1_,di31.pdf,pdf,2023-05-26 07:30:44+00,1,2023-07-23 08:10:51+00,38,0
413,2943,Complete exercise solution with double integration.,Sofia F. Romanenko,3,This pdf includes a complete exercise solution with double integration using cartesian coordinates.,"",key_1_,di32.pdf,pdf,2023-05-26 07:34:19+00,1,2023-07-23 08:10:58+00,38,0
414,2943,Complete exercise solution with double integration using cartesian coordiantes.,Sofia F. Romanenko,3,This pdf includes a complete exercise solution with double integration using cartesian coordiantes over a type I region.,"",key_1_,di33.pdf,pdf,2023-05-26 07:37:22+00,1,2023-07-23 08:11:06+00,38,0
415,2943,Complete exercise solution with double integration using iterate integrals.,Sofia F. Romanenko,3,"This pdf includes a complete exercise solution with double integration using iterate integrals.
","",key_1_,di34.pdf,pdf,2023-05-26 07:41:40+00,1,2023-07-23 08:11:12+00,38,0
416,2943,"Complete exercise solution with double integration using cartesian coordinates.
",Sofia F. Romanenko,3,This pdf includes a complete exercise solution with double integration using cartesian coordinates over a type II region.,"",key_1_,di35.pdf,pdf,2023-05-26 07:44:29+00,1,2023-07-23 08:11:19+00,38,0
